text,word_count,has_exclamation,has_question,sentiment_category
Happy enough with this laptop. It processes as expected and the user interface is adequate.,15,False,False,satisfied
This smartphone let me down. I was excited about the design but it has connectivity issues.,16,False,False,disappointed
What kind of mouse stops working right out of the box? This is absolutely awful!,15,True,True,frustrated
Incredible smartwatch! It performs superbly and the durability is absolutely perfect!,11,True,False,enthusiastic
"I'm so useless with smartphone. Every time I connect it, it drains battery quickly. This is ridiculous!",17,True,False,frustrated
This keyboard fell short of my expectations. The design drains battery quickly and I was hoping for more.,18,False,False,disappointed
I can't believe how annoying this headphones is. The performance doesn't work and doesn't respond.,15,False,False,frustrated
Absolutely love this tablet! The design functions amazingly and it's exactly what I needed!,14,True,False,enthusiastic
I'm fed up with this tablet. The display is broken and it freezes up constantly.,15,False,False,frustrated
"Really wanted to love this speaker, but it crashes frequently. Such a shame because the design seemed promising.",18,False,False,disappointed
I'm losing my patience with this tablet. It overheats and the software is useless.,14,False,False,frustrated
What an amazing mouse! It runs flawlessly and the performance is outstanding!,12,True,False,enthusiastic
I'm fed up with this smartphone. The design is broken and it drains battery quickly constantly.,16,False,False,frustrated
I'm quite disappointed with this camera. It has connectivity issues and doesn't live up to the reviews.,17,False,False,disappointed
I have some concerns about this speaker. The durability stops working and I'm wondering if others have this issue.,19,False,False,concerned
This smartphone is exceptional! It functions wonderfully and the connectivity is truly impressive!,13,True,False,enthusiastic
I'm thrilled with this laptop! The build quality operates beautifully and exceeded all expectations!,14,True,False,enthusiastic
This smartphone is working out well. The display responds and I'm satisfied with it.,14,False,False,satisfied
"Unfortunately, this headphones didn't meet my expectations. It doesn't respond and I'm quite disappointed.",14,False,False,disappointed
I'm losing my patience with this speaker. It drains battery quickly and the software is useless.,16,False,False,frustrated
This speaker let me down. I was excited about the software but it makes strange noises.,16,False,False,disappointed
"Had such high hopes, but this smartphone freezes up. Really disappointed with the quality.",14,False,False,disappointed
This mouse fell short of my expectations. The user interface stops working and I was hoping for more.,18,False,False,disappointed
I have some concerns about this laptop. The design freezes up and I'm wondering if others have this issue.,19,False,False,concerned
Happy enough with this keyboard. It runs as expected and the software is adequate.,14,False,False,satisfied
This camera is exceptional! It operates wonderfully and the performance is truly impressive!,13,True,False,enthusiastic
This smartwatch is exceptional! It handles tasks wonderfully and the connectivity is truly impressive!,14,True,False,enthusiastic
Good quality keyboard. It processes smoothly and the software is satisfactory.,11,False,False,satisfied
This mouse is remarkable! It runs spectacularly and the connectivity is simply amazing!,13,True,False,enthusiastic
"Really wanted to love this camera, but it drains battery quickly. Such a shame because the display seemed promising.",19,False,False,disappointed
This is infuriating! The laptop has connectivity issues every single time I try to set it up.,17,True,False,frustrated
"I really wanted this tablet to work well, but it overheats. Such a disappointment.",14,False,False,disappointed
This speaker has me worried. It doesn't respond sometimes and I'm concerned about its reliability.,15,False,False,concerned
This laptop is solid. It functions well and the performance is reliable.,12,False,False,satisfied
What kind of headphones drains battery quickly right out of the box? This is absolutely horrible!,16,True,True,frustrated
I'm a bit anxious about this tablet. The user interface makes strange noises and I'm not sure if it's supposed to do that.,23,False,False,concerned
I can't believe how awful this laptop is. The design doesn't work and crashes frequently.,15,False,False,frustrated
"This laptop works fine, though I wish the performance was a bit faster.",13,False,False,satisfied
"Unfortunately, this headphones didn't meet my expectations. It crashes frequently and I'm quite disappointed.",14,False,False,disappointed
This is infuriating! The smartphone has connectivity issues every single time I try to use it.,16,True,False,frustrated
"I had high hopes for this camera, but unfortunately it crashes frequently. Expected much better quality.",16,False,False,disappointed
Good quality laptop. It handles tasks smoothly and the user interface is satisfactory.,13,False,False,satisfied
I'm blown away by this headphones! The performance performs magnificently and it's beyond amazing!,14,True,False,enthusiastic
This monitor fell short of my expectations. The design drains battery quickly and I was hoping for more.,18,False,False,disappointed
Pretty happy with this keyboard. It performs reliably and the connectivity is decent.,13,False,False,satisfied
What an amazing smartphone! It handles tasks flawlessly and the software is outstanding!,13,True,False,enthusiastic
This tablet makes me a bit nervous. It makes strange noises sometimes and I'm not sure what to expect.,19,False,False,concerned
"I had high hopes for this speaker, but unfortunately it freezes up. Expected much better quality.",16,False,False,disappointed
Incredible smartwatch! It handles tasks superbly and the performance is absolutely perfect!,12,True,False,enthusiastic
"Really wanted to love this mouse, but it overheats. Such a shame because the build quality seemed promising.",18,False,False,disappointed
Outstanding monitor! The user interface performs excellently and I'm absolutely delighted!,11,True,False,enthusiastic
This camera serves its purpose well. The performance functions and I'm content.,12,False,False,satisfied
What a waste of money! This speaker has connectivity issues constantly and the connectivity is completely pathetic.,17,True,False,frustrated
I'm a bit anxious about this speaker. The connectivity drains battery quickly and I'm not sure if it's supposed to do that.,22,False,False,concerned
This laptop is driving me crazy! It won't connect it properly and keeps overheats.,14,True,False,frustrated
This smartphone does what it's supposed to do. The user interface responds and I'm satisfied overall.,16,False,False,satisfied
What kind of laptop has connectivity issues right out of the box? This is absolutely horrible!,16,True,True,frustrated
What kind of camera doesn't respond right out of the box? This is absolutely horrible!,15,True,True,frustrated
"Really wanted to love this keyboard, but it drains battery quickly. Such a shame because the sound quality seemed promising.",20,False,False,disappointed
This monitor is working out well. The performance handles tasks and I'm satisfied with it.,15,False,False,satisfied
"The smartwatch does what it should. Battery life is okay, nothing special.",12,False,False,satisfied
Incredible tablet! It handles tasks superbly and the user interface is absolutely perfect!,13,True,False,enthusiastic
Absolutely love this tablet! The performance handles tasks amazingly and it's exactly what I needed!,15,True,False,enthusiastic
This keyboard does what it's supposed to do. The display runs and I'm satisfied overall.,15,False,False,satisfied
This camera serves its purpose well. The display works and I'm content.,12,False,False,satisfied
I'm having doubts about this laptop. The design overheats and I'm not sure if I should keep it.,18,False,False,concerned
"I really wanted this keyboard to work well, but it doesn't respond. Such a disappointment.",15,False,False,disappointed
This headphones let me down. I was excited about the user interface but it has connectivity issues.,17,False,False,disappointed
I'm blown away by this headphones! The user interface processes magnificently and it's beyond amazing!,15,True,False,enthusiastic
What an amazing camera! It works flawlessly and the user interface is outstanding!,13,True,False,enthusiastic
I'm pleased with this laptop. The display responds and it meets my expectations.,13,False,False,satisfied
I'm having doubts about this tablet. The durability doesn't respond and I'm not sure if I should keep it.,19,False,False,concerned
This camera is working out well. The connectivity functions and I'm satisfied with it.,14,False,False,satisfied
This mouse is remarkable! It operates spectacularly and the build quality is simply amazing!,14,True,False,enthusiastic
I'm uncertain about this keyboard. The user interface doesn't respond and I'm worried it might get worse.,17,False,False,concerned
Expected so much more from this smartwatch. The user interface crashes frequently and it's just not what I hoped for.,20,False,False,disappointed
I'm thrilled with this monitor! The durability responds beautifully and exceeded all expectations!,13,True,False,enthusiastic
I'm a bit worried about this smartwatch. The build quality seems to crashes frequently sometimes. Not sure if this is normal?,21,False,True,concerned
This mouse is fantastic! It operates perfectly and the connectivity is incredible!,12,True,False,enthusiastic
This monitor has me worried. It stops working sometimes and I'm concerned about its reliability.,15,False,False,concerned
I'm blown away by this smartwatch! The user interface works magnificently and it's beyond amazing!,15,True,False,enthusiastic
I have some concerns about this tablet. The battery life freezes up and I'm wondering if others have this issue.,20,False,False,concerned
"Ugh, this mouse keeps disconnecting randomly. So annoying when I'm working.",11,False,False,frustrated
I'm uncertain about this headphones. The sound quality has connectivity issues and I'm worried it might get worse.,18,False,False,concerned
I'm a bit anxious about this camera. The display overheats and I'm not sure if it's supposed to do that.,20,False,False,concerned
This laptop has me worried. It freezes up sometimes and I'm concerned about its reliability.,15,False,False,concerned
"I had high hopes for this laptop, but unfortunately it makes strange noises. Expected much better quality.",17,False,False,disappointed
This smartphone does what it's supposed to do. The display handles tasks and I'm satisfied overall.,16,False,False,satisfied
